Date,Code,Name,Suspension
1140909,6914,阜爾運通,
1140909,6916,華凌,
1140909,6919,康霈*,
1140909,6923,中台,
1140909,6928,攸泰科技,
1140909,6931,青松健康,
1140909,6933,AMAX-KY,
1140909,6937,天虹,
1140909,6952,大武山,
1140909,6957,裕慶-KY,
1140909,6958,日盛台駿,
1140909,6962,奕力-KY,
1140909,6994,富威電力,
1140909,7705,三商餐飲,
1140909,7722,LINEPAY,
1140909,7732,金興精密,
1140909,8011,台通,
1140909,8016,矽創,
1140909,8021,尖點,
1140909,8028,昇陽半導體,
1140909,8039,台虹,
1140909,8045,達運光電,
1140909,8046,南電,
1140909,8070,長華*,
1140909,8072,陞泰,
1140909,8081,致新,
1140909,8103,瀚荃,
1140909,8104,錸寶,
1140909,8105,凌巨,
1140909,8110,華東,
1140909,8112,至上,
1140909,8114,振樺電,
1140909,8131,福懋科,
1140909,8150,南茂,
1140909,8163,達方,
1140909,8210,勤誠,
1140909,8213,志超,
1140909,8215,明基材,
1140909,8222,寶一,
1140909,8249,菱光,
1140909,8261,富鼎,
1140909,8271,宇瞻,
1140909,8341,日友,
1140909,8367,建新國際,
1140909,8374,羅昇,
1140909,8404,百和興業-KY,
1140909,8411,福貞-KY,
1140909,8422,可寧衛,
1140909,8429,金麗-KY,
1140909,8438,昶昕,
1140909,8442,威宏-KY,
1140909,8443,阿瘦,
1140909,8454,富邦媒,
1140909,8462,柏文,
1140909,8463,潤泰材,
1140909,8464,億豐,
1140909,8466,美吉吉-KY,
1140909,8467,波力-KY,
1140909,8473,山林水,
1140909,8476,台境*,
1140909,8478,東哥遊艇,Y
1140909,8481,政伸,
1140909,8482,商億-KY,
1140909,8488,吉源-KY,
1140909,8499,鼎炫-KY,
1140909,8926,台汽電,
1140909,8940,新天地,
1140909,8996,高力,
1140909,9103,美德醫療-DR,
1140909,9105,泰金寶-DR,
1140909,912000,晨訊科-DR,
1140909,9136,巨騰-DR,
1140909,9802,鈺齊-KY,
1140909,9902,台火,
1140909,9904,寶成,
1140909,9905,大華,
1140909,9906,欣巴巴,
1140909,9907,統一實,
1140909,9908,大台北,
1140909,9910,豐泰,
1140909,9911,櫻花,
1140909,9914,美利達,
1140909,9917,中保科,
1140909,9918,欣天然,
1140909,9919,康那香,
1140909,9921,巨大,
1140909,9924,福興,
1140909,9925,新保,
1140909,9926,新海,
1140909,9927,泰銘,
1140909,9928,中視,
1140909,9930,中聯資源,
1140909,9931,欣高,
1140909,9933,中鼎,
1140909,9934,成霖,
1140909,9935,慶豐富,
1140909,9937,全國,
1140909,9938,百和,
1140909,9939,宏全,
1140909,9940,信義,
1140909,9941,裕融,
1140909,9942,茂順,
1140909,9943,好樂迪,
1140909,9944,新麗,
1140909,9945,潤泰新,
1140909,9946,三發地產,
1140909,9955,佳龍,
1140909,9958,世紀鋼,
